DRYBULBTEMPF,RelativeHumidity,WindSpeed,WindDirection,SeaLevelPressure,Precip,VISIBILITY
-1.86013107,-0.493098087,0.614121615,1.053459479,-1.17935677,-0.151494642,10.0
-1.86013107,-0.493098087,0.941936353,1.146316813,-1.17935677,-0.151494642,10.0
-1.86013107,-0.493098087,-0.041507861,1.146316813,-1.17935677,-0.151494642,10.0
-1.917621436,-0.392589661,0.614121615,1.146316813,-1.136633982,-0.151494642,10.0
-1.917621436,-0.241827023,0.286306877,1.053459479,-1.136633982,-0.151494642,10.0
-1.745150337,-0.493098087,0.450214246,1.146316813,-1.136633982,-0.151494642,10.0
-1.630169605,-0.593606513,0.778028984,1.146316813,-1.136633982,-0.151494642,10.0
-1.515188873,-0.794623364,1.105843722,1.053459479,-1.222079559,-0.151494642,10.0
-1.40020814,-0.89513179,0.778028984,0.960602146,-1.264802348,-0.151494642,10.0
-1.342717774,-0.995640215,0.941936353,1.053459479,-1.392970714,-0.151494642,10.0
-1.342717774,-0.995640215,1.105843722,1.146316813,-1.435693503,-0.151494642,10.0
-1.40020814,-0.995640215,1.43365846,1.053459479,-1.478416291,-0.151494642,10.0
-1.457698506,-0.89513179,0.614121615,1.146316813,-1.478416291,-0.151494642,10.0
-1.515188873,-0.794623364,0.450214246,1.053459479,-1.478416291,-0.151494642,10.0
-1.572679239,-0.694114938,0.941936353,0.960602146,-1.392970714,-0.151494642,10.0
-1.630169605,-0.593606513,0.286306877,1.053459479,-1.350247925,-0.151494642,10.0
-1.572679239,-0.694114938,1.43365846,1.146316813,-1.350247925,-0.151494642,10.0
-1.572679239,-0.694114938,1.597565829,1.053459479,-1.350247925,-0.151494642,10.0
-1.572679239,-0.694114938,0.778028984,1.146316813,-1.350247925,-0.151494642,10.0
-1.630169605,-0.593606513,1.43365846,1.146316813,-1.307525137,-0.151494642,10.0
-1.630169605,-0.694114938,0.778028984,1.053459479,-1.350247925,-0.151494642,10.0
-1.630169605,-0.694114938,0.941936353,1.053459479,-1.350247925,-0.151494642,10.0
-1.630169605,-0.694114938,0.778028984,1.053459479,-1.350247925,-0.151494642,10.0
-1.630169605,-0.593606513,0.450214246,0.960602146,-1.392970714,-0.151494642,10.0
-1.630169605,-0.493098087,0.614121615,0.960602146,-1.392970714,-0.151494642,10.0
-1.630169605,-0.493098087,0.941936353,1.053459479,-1.435693503,-0.151494642,10.0
-1.630169605,-0.342335449,1.43365846,1.146316813,-1.392970714,-0.151494642,10.0
-1.630169605,-0.342335449,0.778028984,1.146316813,-1.307525137,-0.151494642,10.0
-1.630169605,-0.342335449,0.941936353,1.146316813,-1.264802348,-0.151494642,10.0
-1.572679239,-0.694114938,1.43365846,1.239174146,-1.222079559,-0.151494642,10.0
-1.40020814,-0.89513179,1.105843722,1.053459479,-1.222079559,-0.151494642,10.0
-1.342717774,-0.995640215,0.450214246,1.053459479,-1.264802348,-0.151494642,10.0
-1.285227408,-0.995640215,0.941936353,0.960602146,-1.392970714,-0.151494642,10.0
-1.227737042,-1.146402854,1.105843722,1.146316813,-1.478416291,-0.151494642,10.0
-1.170246675,-1.146402854,1.105843722,0.960602146,-1.478416291,-0.151494642,10.0
-1.170246675,-1.146402854,0.778028984,1.239174146,-1.435693503,-0.151494642,10.0
-1.227737042,-1.045894428,0.941936353,1.146316813,-1.392970714,-0.151494642,10.0
-1.342717774,-0.995640215,1.925380567,0.960602146,-1.264802348,-0.151494642,10.0
-1.40020814,-0.794623364,1.597565829,1.053459479,-1.17935677,-0.151494642,10.0
-1.457698506,-0.5433523,1.761473198,1.053459479,-1.136633982,-0.151494642,10.0
-1.457698506,-0.442843874,2.089287936,1.053459479,-1.093911193,-0.151494642,10.0
-1.515188873,-0.342335449,0.614121615,1.239174146,-1.051188404,-0.151494642,10.0
-1.515188873,-0.19157281,1.105843722,1.053459479,-1.008465615,-0.151494642,10.0
-1.457698506,-0.19157281,2.253195305,1.053459479,-0.965742827,-0.151494642,10.0
-1.457698506,-0.19157281,0.778028984,1.053459479,-1.008465615,-0.151494642,10.0
-1.457698506,-0.19157281,0.450214246,1.053459479,-1.008465615,-0.151494642,10.0
-1.457698506,-0.19157281,0.614121615,0.960602146,-0.965742827,-0.151494642,10.0
-1.457698506,-0.040810172,0.286306877,0.960602146,-0.923020038,-0.151494642,10.0
-1.457698506,0.059698254,0.450214246,0.960602146,-0.837574461,-0.151494642,10.0
-1.457698506,0.059698254,0.450214246,1.053459479,-0.837574461,-0.151494642,10.0
-1.457698506,0.059698254,0.614121615,1.053459479,-0.752128883,-0.151494642,10.0
-1.457698506,0.059698254,0.778028984,1.053459479,-0.623960517,-0.151494642,10.0
-1.40020814,0.109952467,0.614121615,0.960602146,-0.581237728,-0.151494642,10.0
-1.285227408,-0.19157281,0.450214246,0.960602146,-0.538514939,-0.151494642,10.0
-1.170246675,-0.392589661,1.761473198,1.053459479,-0.495792151,-0.151494642,10.0
-1.112756309,-0.493098087,0.778028984,0.960602146,-0.495792151,-0.151494642,10.0
-1.055265943,-0.643860726,0.778028984,0.960602146,-0.623960517,-0.151494642,10.0
-0.940285211,-0.844877577,0.614121615,0.960602146,-0.666683306,-0.151494642,10.0
-0.940285211,-0.844877577,0.778028984,1.053459479,-0.709406094,-0.151494642,10.0
-0.940285211,-0.844877577,0.778028984,0.867744813,-0.666683306,-0.151494642,10.0
-1.055265943,-0.643860726,0.450214246,0.960602146,-0.623960517,-0.151494642,10.0
-1.112756309,-0.493098087,-0.041507861,0.867744813,-0.538514939,-0.151494642,10.0
-1.170246675,-0.292081236,0.450214246,0.960602146,-0.538514939,-0.151494642,10.0
-1.227737042,-0.292081236,-0.20541523,1.146316813,-0.581237728,-0.151494642,10.0
-1.285227408,-0.19157281,-0.041507861,1.146316813,-0.581237728,-0.151494642,10.0
-1.342717774,-0.040810172,-0.533229968,1.146316813,-0.623960517,-0.151494642,10.0
-1.40020814,0.109952467,-0.861044706,1.517746147,-0.666683306,-0.151494642,10.0
-1.342717774,0.059698254,-0.697137337,1.146316813,-0.666683306,-0.151494642,10.0
-1.457698506,0.863765659,0.286306877,0.589172812,-1.222079559,-0.151494642,7.0
-1.457698506,0.713003021,-0.20541523,0.682030146,-1.264802348,-0.151494642,10.0
-1.342717774,0.511986169,-0.697137337,0.774887479,-1.307525137,-0.151494642,9.0
-1.342717774,0.511986169,0.286306877,0.682030146,-1.392970714,-0.151494642,8.0
-1.342717774,0.411477744,0.450214246,0.774887479,-1.478416291,-0.151494642,9.0
-1.40020814,0.361223531,1.105843722,0.682030146,-1.478416291,-0.151494642,9.0
-1.342717774,0.411477744,0.450214246,0.867744813,-1.435693503,-0.151494642,6.0
-1.285227408,0.059698254,-0.041507861,0.867744813,-1.392970714,-0.151494642,10.0
-1.285227408,0.059698254,0.941936353,0.960602146,-1.264802348,-0.151494642,10.0
-1.457698506,-0.694114938,1.597565829,1.053459479,-1.093911193,-0.151494642,10.0
-1.630169605,-0.694114938,2.417102674,1.053459479,-0.923020038,-0.151494642,10.0
-1.687659971,-0.844877577,2.417102674,1.146316813,-0.880297249,-0.151494642,10.0
-1.802640704,-0.744369151,2.089287936,1.146316813,-0.752128883,-0.151494642,10.0
-1.802640704,-0.643860726,1.761473198,1.239174146,-0.666683306,-0.151494642,10.0
-1.86013107,-0.493098087,1.761473198,1.146316813,-0.581237728,-0.151494642,10.0
-1.86013107,-0.493098087,0.286306877,1.146316813,-0.538514939,-0.151494642,10.0
-1.86013107,-0.493098087,0.941936353,1.146316813,-0.495792151,-0.151494642,10.0
-1.917621436,-0.392589661,0.778028984,1.146316813,-0.410346573,-0.151494642,10.0
-1.917621436,-0.392589661,1.105843722,1.146316813,-0.367623785,-0.151494642,10.0
-1.975111802,-0.292081236,0.614121615,1.146316813,-0.282178207,-0.151494642,10.0
-1.975111802,-0.392589661,0.614121615,1.146316813,-0.239455418,-0.151494642,10.0
-2.032602168,-0.241827023,1.597565829,1.239174146,-0.111287052,-0.151494642,10.0
-2.032602168,-0.392589661,0.614121615,1.146316813,0.016881314,-0.151494642,10.0
-2.032602168,-0.392589661,0.614121615,1.053459479,0.102326891,-0.151494642,10.0
-1.917621436,-0.493098087,0.614121615,1.239174146,0.14504968,-0.151494642,10.0
-1.745150337,-0.945386002,0.778028984,1.239174146,0.230495258,-0.151494642,10.0
-1.630169605,-1.196657067,1.597565829,1.33203148,0.187772469,-0.151494642,10.0
-1.572679239,-1.397673918,1.105843722,1.239174146,0.14504968,-0.151494642,10.0
-1.457698506,-1.598690769,0.941936353,1.239174146,0.14504968,-0.151494642,10.0
-1.40020814,-1.699199195,0.778028984,1.146316813,0.102326891,-0.151494642,10.0
-1.40020814,-1.749453408,0.941936353,1.33203148,0.14504968,-0.151494642,10.0
-1.40020814,-1.79970762,0.450214246,1.33203148,0.187772469,-0.151494642,10.0
-1.572679239,-1.699199195,0.778028984,1.053459479,0.273218046,-0.151494642,10.0
-1.630169605,-1.699199195,1.105843722,1.239174146,0.315940835,-0.151494642,10.0
-1.687659971,-1.648944982,0.778028984,1.239174146,0.48683199,-0.151494642,10.0
-1.802640704,-1.598690769,0.778028984,1.146316813,0.572277567,-0.151494642,10.0
-1.86013107,-1.598690769,0.614121615,1.146316813,0.615000356,-0.151494642,10.0
-1.975111802,-1.447928131,0.614121615,1.239174146,0.700445934,-0.151494642,10.0
-2.032602168,-1.347419705,0.778028984,1.33203148,0.700445934,-0.151494642,10.0
-2.090092535,-1.196657067,-0.20541523,1.33203148,0.743168722,-0.151494642,10.0
-2.205073267,-0.995640215,-0.041507861,1.239174146,0.743168722,-0.151494642,10.0
-2.205073267,-0.995640215,-0.041507861,1.33203148,0.785891511,-0.151494642,10.0
-2.262563633,-0.794623364,-0.369322599,1.33203148,0.8286143,-0.151494642,10.0
-2.262563633,-0.89513179,0.286306877,1.33203148,0.8286143,-0.151494642,10.0
-2.320053999,-0.794623364,0.286306877,1.33203148,0.8286143,-0.151494642,10.0
-2.320053999,-0.794623364,-0.041507861,1.146316813,0.914059877,-0.151494642,10.0
-2.320053999,-0.694114938,-0.041507861,1.239174146,0.999505455,-0.151494642,10.0
-2.320053999,-0.694114938,0.614121615,1.239174146,1.042228243,-0.151494642,10.0
-2.147582901,-0.995640215,-0.041507861,1.33203148,1.084951032,-0.151494642,10.0
-2.032602168,-1.246911279,0.778028984,1.239174146,1.127673821,-0.151494642,10.0
-1.86013107,-1.598690769,0.286306877,1.239174146,1.084951032,-0.151494642,10.0
-1.687659971,-1.79970762,0.450214246,1.33203148,0.999505455,-0.151494642,10.0
-1.572679239,-1.950470259,0.286306877,1.424888813,0.871337088,-0.151494642,10.0
-1.457698506,-1.950470259,-0.20541523,1.239174146,0.785891511,-0.151494642,10.0
-1.457698506,-1.950470259,0.286306877,1.239174146,0.743168722,-0.151494642,10.0
-1.572679239,-1.849961833,0.286306877,1.239174146,0.743168722,-0.151494642,10.0
-1.630169605,-1.648944982,-0.20541523,1.053459479,0.743168722,-0.151494642,10.0
-1.687659971,-1.548436556,0.286306877,1.33203148,0.8286143,-0.151494642,10.0
-1.630169605,-1.699199195,0.450214246,1.146316813,0.871337088,-0.151494642,10.0
-1.687659971,-1.397673918,0.286306877,1.053459479,0.871337088,-0.151494642,10.0
-1.745150337,-1.246911279,-0.041507861,1.146316813,0.871337088,-0.151494642,10.0
-1.745150337,-1.146402854,-0.041507861,0.960602146,0.8286143,-0.151494642,10.0
-1.745150337,-1.146402854,-0.369322599,0.682030146,0.8286143,-0.151494642,10.0
-1.802640704,-0.945386002,0.286306877,0.682030146,0.8286143,-0.151494642,10.0
-1.802640704,-0.744369151,-0.369322599,0.774887479,0.785891511,-0.151494642,10.0
-1.86013107,-0.593606513,-0.041507861,0.960602146,0.700445934,-0.151494642,10.0
-1.86013107,-0.593606513,-0.041507861,0.867744813,0.700445934,-0.151494642,10.0
-1.917621436,-0.493098087,-0.20541523,0.867744813,0.657723145,-0.151494642,10.0
-1.86013107,-0.493098087,0.286306877,0.960602146,0.615000356,-0.151494642,10.0
-1.975111802,-0.292081236,-0.533229968,0.960602146,0.657723145,-0.151494642,10.0
-1.975111802,-0.292081236,-0.369322599,0.867744813,0.657723145,-0.151494642,10.0
-1.86013107,-0.493098087,0.286306877,1.053459479,0.657723145,-0.151494642,10.0
-1.687659971,-0.844877577,-0.369322599,1.146316813,0.700445934,-0.151494642,10.0
-1.572679239,-1.096148641,-0.041507861,1.053459479,0.700445934,-0.151494642,10.0
-1.515188873,-1.297165492,-0.861044706,0.867744813,0.615000356,-0.151494642,10.0
-1.40020814,-1.347419705,-0.20541523,0.867744813,0.48683199,-0.151494642,10.0
-1.457698506,-1.196657067,-0.369322599,0.496315479,0.358663624,-0.151494642,10.0
-1.342717774,-1.347419705,-0.041507861,0.496315479,0.315940835,-0.151494642,10.0
-1.40020814,-1.246911279,0.286306877,0.589172812,0.273218046,-0.151494642,10.0
-1.40020814,-1.246911279,-0.20541523,0.682030146,0.273218046,-0.151494642,10.0
-1.40020814,-1.246911279,0.450214246,0.682030146,0.273218046,-0.151494642,10.0
-1.457698506,-0.995640215,-0.041507861,0.682030146,0.273218046,-0.151494642,10.0
-1.457698506,-0.995640215,-0.697137337,0.589172812,0.315940835,-0.151494642,10.0
-1.40020814,-1.096148641,-0.041507861,0.682030146,0.358663624,-0.151494642,10.0
-1.40020814,-0.794623364,-0.041507861,0.589172812,0.358663624,-0.151494642,10.0
-1.457698506,-0.694114938,-0.20541523,0.589172812,0.358663624,-0.151494642,10.0
-1.457698506,-0.694114938,-0.20541523,0.589172812,0.358663624,-0.151494642,10.0
-1.40020814,-0.995640215,-0.533229968,0.774887479,0.273218046,-0.151494642,10.0
-1.342717774,-1.196657067,-0.20541523,0.867744813,0.230495258,-0.151494642,10.0
-1.40020814,-1.246911279,-0.20541523,1.146316813,0.230495258,-0.151494642,10.0
-1.457698506,-1.096148641,-0.533229968,1.146316813,0.230495258,-0.151494642,10.0
-1.457698506,-0.995640215,-0.369322599,1.146316813,0.14504968,-0.151494642,10.0
-1.457698506,-0.794623364,-0.20541523,1.146316813,0.14504968,-0.151494642,10.0
-1.515188873,-0.5433523,-0.20541523,1.33203148,0.187772469,-0.151494642,10.0
-1.515188873,-0.342335449,-0.041507861,1.33203148,0.230495258,-0.151494642,10.0
-1.515188873,-0.342335449,-0.041507861,1.053459479,0.273218046,-0.151494642,10.0
-1.457698506,-0.442843874,0.286306877,1.239174146,0.230495258,-0.151494642,10.0
-1.342717774,-0.643860726,0.286306877,1.146316813,0.230495258,-0.151494642,10.0
-1.285227408,-0.794623364,-0.041507861,0.960602146,0.230495258,-0.151494642,10.0
-1.170246675,-0.945386002,-0.041507861,1.053459479,0.102326891,-0.151494642,10.0
-1.112756309,-1.146402854,0.778028984,1.239174146,-0.068564263,-0.151494642,10.0
-1.112756309,-1.045894428,0.450214246,0.867744813,-0.154009841,-0.151494642,10.0
-1.112756309,-1.045894428,0.614121615,0.867744813,-0.154009841,-0.151494642,10.0
-1.170246675,-0.945386002,0.941936353,1.053459479,-0.154009841,-0.151494642,10.0
-1.285227408,-0.89513179,1.597565829,1.146316813,-0.068564263,-0.151494642,10.0
-1.457698506,-0.694114938,1.597565829,1.053459479,0.059604103,-0.151494642,10.0
-1.515188873,-0.794623364,1.597565829,1.053459479,0.14504968,-0.151494642,10.0
-1.572679239,-0.794623364,1.43365846,1.239174146,0.230495258,-0.151494642,10.0
-1.687659971,-0.844877577,0.778028984,1.146316813,0.273218046,-0.151494642,10.0
-1.687659971,-0.945386002,1.105843722,1.146316813,0.401386412,-0.151494642,10.0
-1.745150337,-0.945386002,0.778028984,1.053459479,0.48683199,-0.151494642,10.0
-1.745150337,-1.045894428,1.597565829,1.239174146,0.529554779,-0.151494642,10.0
-1.802640704,-1.045894428,0.778028984,1.146316813,0.529554779,-0.151494642,10.0
-1.802640704,-0.945386002,1.597565829,1.146316813,0.572277567,-0.151494642,10.0
-1.802640704,-0.844877577,1.105843722,1.053459479,0.615000356,-0.151494642,10.0
-1.745150337,-0.844877577,1.43365846,1.053459479,0.615000356,-0.151494642,10.0
-1.802640704,-0.643860726,1.597565829,1.053459479,0.615000356,-0.151494642,10.0
-1.745150337,-0.744369151,0.941936353,1.146316813,0.700445934,-0.151494642,10.0
-1.745150337,-0.744369151,0.286306877,1.146316813,0.743168722,-0.151494642,10.0
-1.745150337,-0.744369151,1.105843722,1.146316813,0.8286143,-0.151494642,10.0
-1.630169605,-0.794623364,1.43365846,1.146316813,0.871337088,-0.151494642,10.0
-1.572679239,-0.794623364,0.450214246,1.239174146,0.871337088,-0.151494642,10.0
-1.40020814,-1.096148641,1.105843722,1.239174146,0.871337088,-0.151494642,10.0
-1.40020814,-0.995640215,-0.533229968,1.146316813,0.743168722,-0.151494642,10.0
-1.285227408,-1.146402854,-0.20541523,0.960602146,0.615000356,-0.151494642,10.0
-1.285227408,-0.995640215,0.286306877,1.053459479,0.615000356,-0.151494642,10.0
-1.112756309,-1.045894428,-0.533229968,0.867744813,0.48683199,-0.151494642,10.0
-1.170246675,-0.945386002,-0.369322599,0.682030146,0.48683199,-0.151494642,10.0
-1.285227408,-0.794623364,-0.861044706,0.589172812,0.48683199,-0.151494642,10.0
-1.227737042,-0.5433523,-0.533229968,0.589172812,0.529554779,-0.151494642,10.0
-1.227737042,-0.5433523,0.286306877,0.496315479,0.615000356,-0.151494642,10.0
-1.285227408,-0.5433523,-0.20541523,0.496315479,0.615000356,-0.151494642,10.0
-1.342717774,-0.19157281,-0.369322599,0.403458145,0.615000356,-0.151494642,10.0
-1.285227408,-0.342335449,-0.697137337,0.496315479,0.615000356,-0.151494642,10.0
-1.342717774,-0.19157281,-0.533229968,0.589172812,0.700445934,-0.151494642,10.0
-1.572679239,0.361223531,-0.533229968,0.682030146,0.700445934,-0.151494642,10.0
-1.515188873,0.210460892,-0.697137337,0.682030146,0.700445934,-0.151494642,10.0
-1.515188873,0.059698254,-1.024952075,1.146316813,0.8286143,-0.151494642,10.0
-1.457698506,-0.040810172,-1.024952075,1.33203148,0.8286143,-0.151494642,10.0
-1.457698506,-0.19157281,-1.352766813,1.239174146,0.914059877,-0.151494642,10.0
-1.055265943,-0.844877577,-0.861044706,0.403458145,1.042228243,-0.151494642,10.0
-0.997775577,-0.945386002,-1.024952075,0.124886145,0.956782666,-0.151494642,10.0
-0.997775577,-0.945386002,-0.533229968,0.124886145,0.871337088,-0.151494642,10.0
-0.997775577,-0.844877577,-0.697137337,0.124886145,0.871337088,-0.151494642,10.0
-1.40020814,0.361223531,-0.20541523,0.217743478,0.615000356,-0.151494642,10.0
-1.285227408,0.361223531,-0.20541523,0.496315479,0.48683199,-0.151494642,10.0
-1.055265943,0.109952467,-0.369322599,0.496315479,0.529554779,-0.151494642,10.0
-0.997775577,0.009444041,-0.533229968,0.496315479,0.572277567,-0.151494642,10.0
-0.882794844,-0.493098087,-0.533229968,0.310600812,0.529554779,-0.151494642,10.0
-0.825304478,-0.493098087,-0.369322599,0.496315479,0.401386412,-0.151494642,10.0
-0.65283338,-0.794623364,-0.369322599,0.589172812,0.273218046,-0.151494642,10.0
-0.422871915,-1.146402854,-0.20541523,0.589172812,0.187772469,-0.151494642,10.0
-0.365381549,-1.045894428,0.614121615,0.867744813,0.230495258,-0.151494642,10.0
-0.307891183,-1.096148641,1.105843722,1.053459479,0.273218046,-0.151494642,10.0
-0.595343014,-0.643860726,1.105843722,1.146316813,0.444109201,-0.151494642,10.0
-0.65283338,-0.593606513,0.450214246,1.146316813,0.572277567,-0.151494642,10.0
-0.595343014,-0.794623364,-0.041507861,1.053459479,0.657723145,-0.151494642,10.0
-0.65283338,-0.694114938,0.450214246,1.239174146,0.700445934,-0.151494642,10.0
-0.65283338,-0.694114938,0.778028984,1.146316813,0.700445934,-0.151494642,10.0
-0.767814112,-0.493098087,-0.369322599,1.33203148,0.785891511,-0.151494642,10.0
-0.767814112,-0.342335449,-0.697137337,1.424888813,0.8286143,-0.151494642,10.0
-0.825304478,-0.392589661,-0.20541523,1.424888813,0.785891511,-0.151494642,10.0
-0.882794844,-0.241827023,-0.20541523,1.33203148,0.700445934,-0.151494642,10.0
